strike,market_price,fem_price,abs_error,sq_error,moneyness,date,maturity,tau,S0,S_max,set,sigma_calibrated,r,group_strike
38.0,3.62,3.3921586801456933,0.22784131985430678,0.05191166703295253,0.9207656893627332,2026-04-13,MAY 2026,0.0876712328767123,41.27,138.0,test,0.19115808923370206,0.02,38.0
38.0,5.44,5.110086927300024,0.32991307269997616,0.10884263553833975,0.9216589861751153,2026-04-25,MAR 2027,0.8986301369863013,41.23,165.0,test,0.19115808923370206,0.02,38.0
38.0,4.15,4.1220544868392475,0.02794551316075289,0.0007809517058178129,0.9216589861751153,2026-04-25,SEP 2026,0.4,41.23,150.0,test,0.19115808923370206,0.02,38.0
39.0,1.78,2.277074264897503,0.49707426489750284,0.24708282482339283,0.9466019417475727,2026-04-01,APR 2026,0.0438356164383561,41.2,138.0,train,0.18520704012159034,0.02,39.0
39.0,2.68,2.832402884749209,0.15240288474920893,0.02322663927988066,0.9466019417475727,2026-04-01,JUN 2026,0.2164383561643835,41.2,138.0,train,0.18520704012159034,0.02,39.0
39.0,2.36,2.533465847387915,0.17346584738791515,0.03009040021000747,0.9466019417475727,2026-04-01,MAY 2026,0.1205479452054794,41.2,138.0,train,0.18520704012159034,0.02,39.0
39.0,3.08,3.240668770472199,0.16066877047219874,0.02581445380504808,0.9345794392523366,2026-04-02,JUN 2026,0.2136986301369863,41.73,141.0,train,0.18520704012159034,0.02,39.0
39.0,2.77,2.9726427675552975,0.20264276755529753,0.041064091242470346,0.9345794392523366,2026-04-02,MAY 2026,0.1178082191780822,41.73,141.0,train,0.18520704012159034,0.02,39.0
39.0,3.18,2.886954266617547,0.2930457333824532,0.08587580185365985,0.9459131700218288,2026-04-25,JUL 2026,0.2273972602739726,41.23,138.0,train,0.18520704012159034,0.02,39.0
39.0,2.96,2.6555533652524392,0.30444663474756073,0.09268775340911466,0.9459131700218288,2026-04-25,JUN 2026,0.1506849315068493,41.23,138.0,train,0.18520704012159034,0.02,39.0
39.0,2.67,2.3388590871050705,0.3311409128949294,0.10965430419288723,0.9459131700218288,2026-04-25,MAY 2026,0.0547945205479452,41.23,138.0,train,0.18520704012159034,0.02,39.0
39.0,2.25,2.7729976231038,0.5229976231037998,0.27352651377222426,0.9345794392523366,2026-04-02,APR 2026,0.0410958904109589,41.73,141.0,test,0.18520704012159034,0.02,39.0
39.0,2.29,2.276362916419361,0.013637083580638976,0.00018597004858533314,0.9449963653985946,2026-04-13,APR 2026,0.010958904109589,41.27,132.0,test,0.18520704012159034,0.02,39.0
39.0,2.78,2.482534635263956,0.2974653647360439,0.08848564321754764,0.9449963653985946,2026-04-13,MAY 2026,0.0876712328767123,41.27,138.0,test,0.18520704012159034,0.02,39.0
39.5,1.8,1.799931890391281,6.8109608718947e-05,4.638918799848061e-09,0.9571117034165253,2026-04-13,APR 2026,0.010958904109589,41.27,132.0,train,0.23514950893705738,0.02,39.5
40.0,1.0,1.4385031922740987,0.43850319227409873,0.1922850496345752,0.9708737864077669,2026-04-01,APR 2026,0.0438356164383561,41.2,138.0,train,0.1909047668901932,0.02,40.0
40.0,3.35,3.5054801254621255,0.15548012546212542,0.02417406941371826,0.9708737864077669,2026-04-01,DEC 2026,0.7150684931506849,41.2,150.0,train,0.1909047668901932,0.02,40.0
40.0,2.03,2.2031834936344903,0.17318349363449048,0.029992522467447606,0.9708737864077669,2026-04-01,JUN 2026,0.2164383561643835,41.2,138.0,train,0.1909047668901932,0.02,40.0
40.0,4.15,4.434823742994493,0.28482374299449287,0.08112456457339293,0.9708737864077669,2026-04-01,JUN 2027,1.2136986301369863,41.2,240.0,train,0.1909047668901932,0.02,40.0
40.0,3.97,3.9963517695011808,0.026351769501180566,0.0006944157558433502,0.9708737864077669,2026-04-01,MAR 2027,0.9643835616438357,41.2,165.0,train,0.1909047668901932,0.02,40.0
40.0,1.7,1.830072134910641,0.13007213491064107,0.01691876028021201,0.9708737864077669,2026-04-01,MAY 2026,0.1205479452054794,41.2,138.0,train,0.1909047668901932,0.02,40.0
40.0,3.69,3.841606563831356,0.15160656383135596,0.022984550196751007,0.958543014617781,2026-04-02,DEC 2026,0.7123287671232876,41.73,150.0,train,0.1909047668901932,0.02,40.0
40.0,2.38,2.558163849370434,0.17816384937043406,0.03174235722249072,0.958543014617781,2026-04-02,JUN 2026,0.2136986301369863,41.73,141.0,train,0.1909047668901932,0.02,40.0
40.0,4.34,4.331637112395724,0.008362887604276281,6.993788908175787e-05,0.958543014617781,2026-04-02,MAR 2027,0.9616438356164384,41.73,165.0,train,0.1909047668901932,0.02,40.0
40.0,2.05,2.2043094851943237,0.15430948519432386,0.023811417220937253,0.958543014617781,2026-04-02,MAY 2026,0.1178082191780822,41.73,141.0,train,0.1909047668901932,0.02,40.0
40.0,2.98,3.27300442545171,0.2930044254517101,0.08585159333428675,0.958543014617781,2026-04-02,SEP 2026,0.4630136986301369,41.73,150.0,train,0.1909047668901932,0.02,40.0
40.0,3.67,3.4798607773211683,0.19013922267883165,0.03615292400091033,0.9692270414344559,2026-04-13,DEC 2026,0.6821917808219178,41.27,150.0,train,0.1909047668901932,0.02,40.0
