date,ticker,option_type,maturity,strike,settlement,tau,S0,S_max,moneyness,options_csv,underlying_csv
2026-04-01,AD,CALL,SEP 2026,48.0,0.36,0.4657534246575342,41.2,150.0,1.1650485436893203,data/daily_clean/2026-04-01_options.csv,data/daily_clean/2026-04-01_underlying.csv
2026-04-01,AD,CALL,SEP 2026,50.0,0.21,0.4657534246575342,41.2,150.0,1.2135922330097086,data/daily_clean/2026-04-01_options.csv,data/daily_clean/2026-04-01_underlying.csv
2026-04-02,AD,CALL,APR 2026,37.0,4.15,0.0410958904109589,41.73,141.0,0.8866522885214475,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,APR 2026,38.0,3.18,0.0410958904109589,41.73,141.0,0.910615863886892,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,APR 2026,39.0,2.25,0.0410958904109589,41.73,141.0,0.9345794392523366,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,APR 2026,40.0,1.4,0.0410958904109589,41.73,141.0,0.958543014617781,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,APR 2026,41.0,0.73,0.0410958904109589,41.73,141.0,0.9825065899832256,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,APR 2026,42.0,0.33,0.0410958904109589,41.73,141.0,1.00647016534867,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,APR 2026,43.0,0.13,0.0410958904109589,41.73,141.0,1.0304337407141146,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,APR 2026,44.0,0.05,0.0410958904109589,41.73,141.0,1.0543973160795592,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,APR 2026,45.0,0.01,0.0410958904109589,41.73,141.0,1.0783608914450036,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,APR 2026,46.0,0.0,0.0410958904109589,41.73,141.0,1.1023244668104482,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,APR 2026,47.0,0.0,0.0410958904109589,41.73,141.0,1.1262880421758927,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,DEC 2026,34.0,8.02,0.7123287671232876,41.73,150.0,0.8147615624251139,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,DEC 2026,35.0,7.22,0.7123287671232876,41.73,150.0,0.8387251377905585,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,DEC 2026,36.0,6.42,0.7123287671232876,41.73,150.0,0.8626887131560029,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,DEC 2026,38.0,4.95,0.7123287671232876,41.73,150.0,0.910615863886892,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,DEC 2026,40.0,3.69,0.7123287671232876,41.73,150.0,0.958543014617781,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,DEC 2026,42.0,2.66,0.7123287671232876,41.73,150.0,1.00647016534867,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,DEC 2026,44.0,1.86,0.7123287671232876,41.73,150.0,1.0543973160795592,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,DEC 2026,45.0,1.54,0.7123287671232876,41.73,150.0,1.0783608914450036,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,DEC 2026,46.0,1.27,0.7123287671232876,41.73,150.0,1.1023244668104482,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,DEC 2026,48.0,0.85,0.7123287671232876,41.73,150.0,1.1502516175413373,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,DEC 2026,50.0,0.56,0.7123287671232876,41.73,150.0,1.1981787682722262,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,JUN 2026,37.0,4.68,0.2136986301369863,41.73,141.0,0.8866522885214475,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,JUN 2026,38.0,3.85,0.2136986301369863,41.73,141.0,0.910615863886892,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,JUN 2026,39.0,3.08,0.2136986301369863,41.73,141.0,0.9345794392523366,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,JUN 2026,40.0,2.38,0.2136986301369863,41.73,141.0,0.958543014617781,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,JUN 2026,41.0,1.79,0.2136986301369863,41.73,141.0,0.9825065899832256,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,JUN 2026,42.0,1.3,0.2136986301369863,41.73,141.0,1.00647016534867,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,JUN 2026,43.0,0.91,0.2136986301369863,41.73,141.0,1.0304337407141146,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,JUN 2026,44.0,0.62,0.2136986301369863,41.73,141.0,1.0543973160795592,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,JUN 2026,45.0,0.42,0.2136986301369863,41.73,141.0,1.0783608914450036,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,JUN 2026,46.0,0.27,0.2136986301369863,41.73,141.0,1.1023244668104482,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,JUN 2026,47.0,0.17,0.2136986301369863,41.73,141.0,1.1262880421758927,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,JUN 2027,24.0,17.17,1.210958904109589,41.73,240.0,0.5751258087706687,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,JUN 2027,26.0,15.32,1.210958904109589,41.73,240.0,0.6230529595015577,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,JUN 2027,28.0,13.47,1.210958904109589,41.73,240.0,0.6709801102324467,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,JUN 2027,30.0,11.72,1.210958904109589,41.73,240.0,0.7189072609633358,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,JUN 2027,35.0,7.72,1.210958904109589,41.73,240.0,0.8387251377905585,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,JUN 2027,40.0,4.48,1.210958904109589,41.73,240.0,0.958543014617781,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,JUN 2027,45.0,2.32,1.210958904109589,41.73,240.0,1.0783608914450036,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,JUN 2027,50.0,1.11,1.210958904109589,41.73,240.0,1.1981787682722262,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,JUN 2027,55.0,0.51,1.210958904109589,41.73,240.0,1.317996645099449,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,JUN 2027,60.0,0.25,1.210958904109589,41.73,240.0,1.4378145219266716,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,JUN 2027,80.0,0.02,1.210958904109589,41.73,240.0,1.917086029235562,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,MAR 2027,32.0,10.14,0.9616438356164384,41.73,165.0,0.7668344116942248,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,MAR 2027,34.0,8.49,0.9616438356164384,41.73,165.0,0.8147615624251139,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,MAR 2027,36.0,6.96,0.9616438356164384,41.73,165.0,0.8626887131560029,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
