strike,market_price,fem_price,abs_error,sq_error,moneyness,analytic_price,analytic_abs_error,analytic_sq_error,experiment,order,cl1,cl2,theta,nsteps,sigma,r,tau,S0,S_max
38.0,3.12,3.4457713092748072,0.32577130927480713,0.10612694594662204,0.9223300970873786,3.4456994588190355,7.18504557717381e-05,5.162487994606492e-09,raffinement_temps_euler,2,0.05,0.05,1.0,250,0.2,0.02,0.12054794520547946,41.2,138.0
39.0,2.36,2.6133503650872845,0.2533503650872846,0.06418640748986039,0.9466019417475727,2.6135217598430245,0.0001713947557400175,2.9376162295180262e-08,raffinement_temps_euler,2,0.05,0.05,1.0,250,0.2,0.02,0.12054794520547946,41.2,138.0
40.0,1.7,1.887810798524041,0.18781079852404114,0.035272896042237975,0.9708737864077669,1.8882414365962106,0.0004306380721694758,1.8544914920184265e-07,raffinement_temps_euler,2,0.05,0.05,1.0,250,0.2,0.02,0.12054794520547946,41.2,138.0
41.0,1.16,1.2920117946709955,0.13201179467099555,0.01742711393225709,0.9951456310679611,1.2925797385810434,0.0005679439100478856,3.2256028496048075e-07,raffinement_temps_euler,2,0.05,0.05,1.0,250,0.2,0.02,0.12054794520547946,41.2,138.0
42.0,0.75,0.8344389789058473,0.08443897890584728,0.007129941158662122,1.0194174757281553,0.8349465307151647,0.0005075518093173859,2.57608839141352e-07,raffinement_temps_euler,2,0.05,0.05,1.0,250,0.2,0.02,0.12054794520547946,41.2,138.0
43.0,0.47,0.5072604635888988,0.037260463588898785,0.0013883421468596521,1.0436893203883495,0.5075465363030709,0.0002860727141721364,8.183759779381286e-08,raffinement_temps_euler,2,0.05,0.05,1.0,250,0.2,0.02,0.12054794520547946,41.2,138.0
44.0,0.29,0.2898965778912214,0.0001034221087785614,1.0696132584204585e-08,1.0679611650485437,0.2899126482612271,1.6070370005671908e-05,2.582567921191993e-10,raffinement_temps_euler,2,0.05,0.05,1.0,250,0.2,0.02,0.12054794520547946,41.2,138.0
45.0,0.18,0.1557388569623068,0.024261143037693195,0.000588603061495409,1.0922330097087378,0.15554535099070765,0.00019350597159914495,3.7444561044529096e-08,raffinement_temps_euler,2,0.05,0.05,1.0,250,0.2,0.02,0.12054794520547946,41.2,138.0
46.0,0.11,0.0787156489990558,0.031284351000944205,0.0009787106175502787,1.116504854368932,0.07842322898694398,0.0002924200121118131,8.550946348347293e-08,raffinement_temps_euler,2,0.05,0.05,1.0,250,0.2,0.02,0.12054794520547946,41.2,138.0
36.0,4.87,5.310849502000968,0.44084950200096795,0.19434828341450144,0.8737864077669902,5.310750595671216,9.89063297520687e-05,9.78246206502495e-09,raffinement_temps_euler,2,0.05,0.05,1.0,500,0.2,0.02,0.12054794520547946,41.2,138.0
37.0,3.97,4.354654559231425,0.38465455923142455,0.1479591299375215,0.8980582524271844,4.35455577224274,9.878698868437397e-05,9.75886913332663e-09,raffinement_temps_euler,2,0.05,0.05,1.0,500,0.2,0.02,0.12054794520547946,41.2,138.0
38.0,3.12,3.4457353211876787,0.32573532118767856,0.10610349946924011,0.9223300970873786,3.4456994588190355,3.586236864316916e-05,1.2861094846985629e-09,raffinement_temps_euler,2,0.05,0.05,1.0,500,0.2,0.02,0.12054794520547946,41.2,138.0
39.0,2.36,2.613435919383437,0.253435919383437,0.06422976523372799,0.9466019417475727,2.6135217598430245,8.58404595875939e-05,7.368584502209341e-09,raffinement_temps_euler,2,0.05,0.05,1.0,500,0.2,0.02,0.12054794520547946,41.2,138.0
40.0,1.7,1.8880260191400782,0.18802601914007822,0.03535378387366506,0.9708737864077669,1.8882414365962106,0.00021541745613240515,4.64046804065567e-08,raffinement_temps_euler,2,0.05,0.05,1.0,500,0.2,0.02,0.12054794520547946,41.2,138.0
41.0,1.16,1.2922957284830001,0.1322957284830002,0.01750215977484771,0.9951456310679611,1.2925797385810434,0.0002840100980432414,8.066173579053159e-08,raffinement_temps_euler,2,0.05,0.05,1.0,500,0.2,0.02,0.12054794520547946,41.2,138.0
42.0,0.75,0.8346926874121757,0.08469268741217573,0.007172851301096509,1.0194174757281553,0.8349465307151647,0.0002538433029889431,6.443642247233636e-08,raffinement_temps_euler,2,0.05,0.05,1.0,500,0.2,0.02,0.12054794520547946,41.2,138.0
43.0,0.47,0.5074033615432126,0.037403361543212665,0.0013990114547322802,1.0436893203883495,0.5075465363030709,0.00014317475985825556,2.0499011860469147e-08,raffinement_temps_euler,2,0.05,0.05,1.0,500,0.2,0.02,0.12054794520547946,41.2,138.0
44.0,0.29,0.289904483932743,9.551606725699546e-05,9.123319104242882e-09,1.0679611650485437,0.2899126482612271,8.164328484105976e-06,6.665625959638418e-11,raffinement_temps_euler,2,0.05,0.05,1.0,500,0.2,0.02,0.12054794520547946,41.2,138.0
45.0,0.18,0.15564209632293063,0.02435790367706936,0.000593307471541389,1.0922330097087378,0.15554535099070765,9.674533222298054e-05,9.359659306934877e-09,raffinement_temps_euler,2,0.05,0.05,1.0,500,0.2,0.02,0.12054794520547946,41.2,138.0
46.0,0.11,0.07856957825960013,0.031430421740399866,0.0009878714107794005,1.116504854368932,0.07842322898694398,0.0001463492726561516,2.1418109606984606e-08,raffinement_temps_euler,2,0.05,0.05,1.0,500,0.2,0.02,0.12054794520547946,41.2,138.0
36.0,4.87,5.310800088000994,0.44080008800099346,0.19430471758168358,0.8737864077669902,5.310750595671216,4.949232977757845e-05,2.4494907068125783e-09,raffinement_temps_euler,2,0.05,0.05,1.0,1000,0.2,0.02,0.12054794520547946,41.2,138.0
37.0,3.97,4.354605187231014,0.3846051872310139,0.14792115004500325,0.8980582524271844,4.35455577224274,4.941498827371049e-05,2.4418410660909454e-09,raffinement_temps_euler,2,0.05,0.05,1.0,1000,0.2,0.02,0.12054794520547946,41.2,138.0
38.0,3.12,3.4457173741327787,0.32571737413277857,0.10609180781195245,0.9223300970873786,3.4456994588190355,1.7915313743177563e-05,3.209584665164869e-10,raffinement_temps_euler,2,0.05,0.05,1.0,1000,0.2,0.02,0.12054794520547946,41.2,138.0
39.0,2.36,2.6134788037987344,0.25347880379873455,0.06425150397523736,0.9466019417475727,2.6135217598430245,4.295604429005451e-05,1.8452217410491244e-09,raffinement_temps_euler,2,0.05,0.05,1.0,1000,0.2,0.02,0.12054794520547946,41.2,138.0
40.0,1.7,1.888133703302608,0.18813370330260804,0.03539429031835375,0.9708737864077669,1.8882414365962106,0.00010773329360258543,1.1606462550460876e-08,raffinement_temps_euler,2,0.05,0.05,1.0,1000,0.2,0.02,0.12054794520547946,41.2,138.0
41.0,1.16,1.292437724040235,0.13243772404023502,0.017539750748957444,0.9951456310679611,1.2925797385810434,0.00014201454080842169,2.016812980102687e-08,raffinement_temps_euler,2,0.05,0.05,1.0,1000,0.2,0.02,0.12054794520547946,41.2,138.0
42.0,0.75,0.8348195922559597,0.0848195922559597,0.007194363230467259,1.0194174757281553,0.8349465307151647,0.0001269384592049727,1.6113372425332522e-08,raffinement_temps_euler,2,0.05,0.05,1.0,1000,0.2,0.02,0.12054794520547946,41.2,138.0
43.0,0.47,0.5074749143254133,0.03747491432541328,0.0014043692036970652,1.0436893203883495,0.5075465363030709,7.162197765764322e-05,5.129707683591945e-09,raffinement_temps_euler,2,0.05,0.05,1.0,1000,0.2,0.02,0.12054794520547946,41.2,138.0
44.0,0.29,0.28990853370419806,9.1466295801923e-05,8.366083267724877e-09,1.0679611650485437,0.2899126482612271,4.1145570290335165e-06,1.6929579545169118e-11,raffinement_temps_euler,2,0.05,0.05,1.0,1000,0.2,0.02,0.12054794520547946,41.2,138.0
45.0,0.18,0.15559372157180118,0.024406278428198813,0.0005956664267147627,1.0922330097087378,0.15554535099070765,4.837058109352643e-05,2.339713115325417e-09,raffinement_temps_euler,2,0.05,0.05,1.0,1000,0.2,0.02,0.12054794520547946,41.2,138.0
46.0,0.11,0.07849643836332107,0.03150356163667893,0.0009924743957960285,1.116504854368932,0.07842322898694398,7.320937637708691e-05,5.359612789521971e-09,raffinement_temps_euler,2,0.05,0.05,1.0,1000,0.2,0.02,0.12054794520547946,41.2,138.0
36.0,4.87,5.310775351629498,0.4407753516294983,0.19428291060410788,0.8737864077669902,5.310750595671216,2.4755958282440815e-05,6.128574704819501e-10,raffinement_temps_euler,2,0.05,0.05,1.0,2000,0.2,0.02,0.12054794520547946,41.2,138.0
37.0,3.97,4.354580485067406,0.38458048506740594,0.14790214949468125,0.8980582524271844,4.35455577224274,2.4712824665762412e-05,6.10723702960715e-10,raffinement_temps_euler,2,0.05,0.05,1.0,2000,0.2,0.02,0.12054794520547946,41.2,138.0
38.0,3.12,3.4457084124512276,0.3257084124512275,0.10608596994149894,0.9223300970873786,3.4456994588190355,8.953632192110206e-06,8.016752943159221e-11,raffinement_temps_euler,2,0.05,0.05,1.0,2000,0.2,0.02,0.12054794520547946,41.2,138.0
39.0,2.36,2.6135002728410726,0.2535002728410727,0.0642623883304983,0.9466019417475727,2.6135217598430245,2.1487001951925322e-05,4.616912528820426e-10,raffinement_temps_euler,2,0.05,0.05,1.0,2000,0.2,0.02,0.12054794520547946,41.2,138.0
40.0,1.7,1.8881875638204768,0.18818756382047686,0.03541455917668605,0.9708737864077669,1.8882414365962106,5.3872775733765366e-05,2.9022759652605786e-09,raffinement_temps_euler,2,0.05,0.05,1.0,2000,0.2,0.02,0.12054794520547946,41.2,138.0
41.0,1.16,1.2925087289657042,0.13250872896570431,0.017558563252106484,0.9951456310679611,1.2925797385810434,7.100961533912376e-05,5.04236547061032e-09,raffinement_temps_euler,2,0.05,0.05,1.0,2000,0.2,0.02,0.12054794520547946,41.2,138.0
42.0,0.75,0.834883057301825,0.084883057301825,0.007205133416904905,1.0194174757281553,0.8349465307151647,6.347341333967638e-05,4.028874200989407e-09,raffinement_temps_euler,2,0.05,0.05,1.0,2000,0.2,0.02,0.12054794520547946,41.2,138.0
43.0,0.47,0.5075107166551955,0.037510716655195564,0.0014070538639863659,1.0436893203883495,0.5075465363030709,3.5819647875356964e-05,1.2830471739145647e-09,raffinement_temps_euler,2,0.05,0.05,1.0,2000,0.2,0.02,0.12054794520547946,41.2,138.0
44.0,0.29,0.2899105828447047,8.941715529525718e-05,7.99542766109614e-09,1.0679611650485437,0.2899126482612271,2.0654165223676912e-06,4.265945410869448e-12,raffinement_temps_euler,2,0.05,0.05,1.0,2000,0.2,0.02,0.12054794520547946,41.2,138.0
45.0,0.18,0.15556953571248439,0.024430464287515608,0.0005968475853035755,1.0922330097087378,0.15554535099070765,2.4184721776732143e-05,5.84900767417942e-10,raffinement_temps_euler,2,0.05,0.05,1.0,2000,0.2,0.02,0.12054794520547946,41.2,138.0
46.0,0.11,0.07845984233791962,0.031540157662080376,0.0009947815453488875,1.116504854368932,0.07842322898694398,3.661335097564222e-05,1.3405374696655613e-09,raffinement_temps_euler,2,0.05,0.05,1.0,2000,0.2,0.02,0.12054794520547946,41.2,138.0
36.0,4.87,5.310749727782836,0.44074972778283605,0.19426032254064407,0.8737864077669902,5.310750595671216,8.678883798296511e-07,7.532302398433367e-13,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,100,0.2,0.02,0.12054794520547946,41.2,138.0
37.0,3.97,4.354553978183325,0.3845539781833245,0.1478817621366208,0.8980582524271844,4.35455577224274,1.7940594156939937e-06,3.2186491870402743e-12,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,100,0.2,0.02,0.12054794520547946,41.2,138.0
38.0,3.12,3.445697700389077,0.32569770038907686,0.10607899203873287,0.9223300970873786,3.4456994588190355,1.7584299585315932e-06,3.0920759190614207e-12,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,100,0.2,0.02,0.12054794520547946,41.2,138.0
39.0,2.36,2.613521577029419,0.253521577029419,0.06427319001948364,0.9466019417475727,2.6135217598430245,1.8281360558702886e-07,3.342081438772975e-14,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,100,0.2,0.02,0.12054794520547946,41.2,138.0
40.0,1.7,1.888243579264533,0.18824357926453295,0.0354356451343225,0.9708737864077669,1.8882414365962106,2.142668322324681e-06,4.591027539493664e-12,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,100,0.2,0.02,0.12054794520547946,41.2,138.0
41.0,1.16,1.2925799547581063,0.13257995475810636,0.01757744440366153,0.9951456310679611,1.2925797385810434,2.1617706291721106e-07,4.673252253151183e-14,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,100,0.2,0.02,0.12054794520547946,41.2,138.0
42.0,0.75,0.8349494375501292,0.08494943755012918,0.0072164069400832975,1.0194174757281553,0.8349465307151647,2.9068349645111624e-06,8.449689510904611e-12,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,100,0.2,0.02,0.12054794520547946,41.2,138.0
43.0,0.47,0.5075473167409781,0.03754731674097811,0.001409800994447335,1.0436893203883495,0.5075465363030709,7.804379071885137e-07,6.090833269767871e-13,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,100,0.2,0.02,0.12054794520547946,41.2,138.0
44.0,0.29,0.2899112619974483,8.87380025516582e-05,7.874433096858097e-09,1.0679611650485437,0.2899126482612271,1.3862637787687149e-06,1.9217272643261165e-12,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,100,0.2,0.02,0.12054794520547946,41.2,138.0
45.0,0.18,0.15554291849284238,0.024457081507157613,0.0005981488358477509,1.0922330097087378,0.15554535099070765,2.432497865273442e-06,5.917045864559852e-12,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,100,0.2,0.02,0.12054794520547946,41.2,138.0
46.0,0.11,0.07842103479261951,0.03157896520738049,0.0009972310435689474,1.116504854368932,0.07842322898694398,2.194194324470211e-06,4.814488733537286e-12,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,100,0.2,0.02,0.12054794520547946,41.2,138.0
36.0,4.87,5.310750456806459,0.44075045680645886,0.19426096517510216,0.8737864077669902,5.310750595671216,1.3886475702662437e-07,1.9283420744063423e-14,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,250,0.2,0.02,0.12054794520547946,41.2,138.0
37.0,3.97,4.354555485139964,0.38455548513996396,0.14788292115123305,0.8980582524271844,4.35455577224274,2.8710277621968316e-07,8.242800411304947e-14,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,250,0.2,0.02,0.12054794520547946,41.2,138.0
38.0,3.12,3.445699177376019,0.32569917737601894,0.10607995414341545,0.9223300970873786,3.4456994588190355,2.814430164477244e-07,7.921017150719407e-14,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,250,0.2,0.02,0.12054794520547946,41.2,138.0
39.0,2.36,2.613521730523611,0.25352173052361104,0.06427326784768646,0.9466019417475727,2.6135217598430245,2.9319413563655417e-08,8.596280117166612e-16,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,250,0.2,0.02,0.12054794520547946,41.2,138.0
40.0,1.7,1.8882417794396187,0.18824177943961873,0.035434967526594065,0.9708737864077669,1.8882414365962106,3.4284340810764036e-07,1.1754160248286204e-13,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,250,0.2,0.02,0.12054794520547946,41.2,138.0
41.0,1.16,1.292579696431882,0.13257969643188217,0.017577375905970027,0.9951456310679611,1.2925797385810434,4.214916127232016e-08,1.7765517959600533e-15,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,250,0.2,0.02,0.12054794520547946,41.2,138.0
42.0,0.75,0.8349469958510414,0.08494699585104137,0.00721599210411684,1.0194174757281553,0.8349465307151647,4.6513587670382606e-07,2.1635138379703688e-13,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,250,0.2,0.02,0.12054794520547946,41.2,138.0
43.0,0.47,0.5075466611303229,0.0375466611303229,0.0014097517620353006,1.0436893203883495,0.5075465363030709,1.2482725197937583e-07,1.5581842836722587e-14,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,250,0.2,0.02,0.12054794520547946,41.2,138.0
44.0,0.29,0.2899124263744769,8.757362552308523e-05,7.669139887257565e-09,1.0679611650485437,0.2899126482612271,2.2188675019574333e-07,4.9233729912428203e-14,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,250,0.2,0.02,0.12054794520547946,41.2,138.0
45.0,0.18,0.15554496173129193,0.024455038268708068,0.0005980488967239761,1.0922330097087378,0.15554535099070765,3.892594157284268e-07,1.5152289273323622e-13,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,250,0.2,0.02,0.12054794520547946,41.2,138.0
46.0,0.11,0.07842287790698704,0.03157712209301296,0.0009971146396770471,1.116504854368932,0.07842322898694398,3.51079956939504e-07,1.23257136164644e-13,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,250,0.2,0.02,0.12054794520547946,41.2,138.0
36.0,4.87,5.310750560942505,0.4407505609425053,0.19426105697113308,0.8737864077669902,5.310750595671216,3.472871057397242e-08,1.2060833381307439e-15,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,500,0.2,0.02,0.12054794520547946,41.2,138.0
37.0,3.97,4.3545557004037,0.3845557004036997,0.14788308671298003,0.8980582524271844,4.35455577224274,7.183904049412604e-08,5.160847739116681e-15,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,500,0.2,0.02,0.12054794520547946,41.2,138.0
38.0,3.12,3.4456993883757474,0.3256993883757473,0.10608009158833588,0.9223300970873786,3.4456994588190355,7.044328809158173e-08,4.962256837153581e-15,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,500,0.2,0.02,0.12054794520547946,41.2,138.0
39.0,2.36,2.6135217524674723,0.25352175246747244,0.06427327897417837,0.9466019417475727,2.6135217598430245,7.37555216900887e-09,5.4398769797771445e-17,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,500,0.2,0.02,0.12054794520547946,41.2,138.0
40.0,1.7,1.8882415223255533,0.18824152232555336,0.0354348707274418,0.9708737864077669,1.8882414365962106,8.572934273587407e-08,7.349520205924963e-15,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,500,0.2,0.02,0.12054794520547946,41.2,138.0
41.0,1.16,1.292579872625294,0.13257987262529403,0.01757742262533919,0.9951456310679611,1.2925797385810434,1.3404425058816116e-07,1.7967861115741743e-14,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,500,0.2,0.02,0.12054794520547946,41.2,138.0
42.0,0.75,0.834946647029373,0.08494664702937305,0.007215932841532892,1.0194174757281553,0.8349465307151647,1.1631420837598938e-07,1.3528995070133079e-14,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,500,0.2,0.02,0.12054794520547946,41.2,138.0
43.0,0.47,0.5075465674865939,0.03754656748659391,0.0014097447300253506,1.0436893203883495,0.5075465363030709,3.118352298603355e-08,9.72412105820483e-16,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,500,0.2,0.02,0.12054794520547946,41.2,138.0
44.0,0.29,0.2899125927284897,8.740727151029803e-05,7.640031112874958e-09,1.0679611650485437,0.2899126482612271,5.5532737408547916e-08,3.083884924086737e-15,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,500,0.2,0.02,0.12054794520547946,41.2,138.0
45.0,0.18,0.15554525361664717,0.02445474638335282,0.0005980346206741079,1.0922330097087378,0.15554535099070765,9.737406048149211e-08,9.481707654653283e-15,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,500,0.2,0.02,0.12054794520547946,41.2,138.0
46.0,0.11,0.07842314118919033,0.03157685881080967,0.0009970980123578082,1.116504854368932,0.07842322898694398,8.779775365064246e-08,7.708445546098901e-15,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,500,0.2,0.02,0.12054794520547946,41.2,138.0
36.0,4.87,5.310750586976503,0.4407505869765025,0.19426107992013147,0.8737864077669902,5.310750595671216,8.694713393708753e-09,7.559804099873838e-17,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,1000,0.2,0.02,0.12054794520547946,41.2,138.0
37.0,3.97,4.354555754219364,0.3845557542193636,0.1478831281032236,0.8980582524271844,4.35455577224274,1.8023376568976346e-08,3.2484210294712556e-16,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,1000,0.2,0.02,0.12054794520547946,41.2,138.0
38.0,3.12,3.4456994411259974,0.32569944112599725,0.10608012594978694,0.9223300970873786,3.4456994588190355,1.7693038145694118e-08,3.1304359882498714e-16,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,1000,0.2,0.02,0.12054794520547946,41.2,138.0
39.0,2.36,2.6135217579542953,0.25352175795429543,0.06427328175623637,0.9466019417475727,2.6135217598430245,1.8887291730607103e-09,3.5672978891705946e-18,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,1000,0.2,0.02,0.12054794520547946,41.2,138.0
40.0,1.7,1.888241458047354,0.18824145804735415,0.035434846527793794,0.9708737864077669,1.8882414365962106,2.1451143528139482e-08,4.601515586648404e-16,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,1000,0.2,0.02,0.12054794520547946,41.2,138.0
41.0,1.16,1.2925797739113214,0.13257977391132147,0.01757739645037712,0.9951456310679611,1.2925797385810434,3.533027803648281e-08,1.2482285461351796e-15,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,1000,0.2,0.02,0.12054794520547946,41.2,138.0
42.0,0.75,0.8349465598238602,0.08494655982386023,0.007215918025908666,1.0194174757281553,0.8349465307151647,2.9108695565049914e-08,8.473161574987565e-16,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,1000,0.2,0.02,0.12054794520547946,41.2,138.0
43.0,0.47,0.507546544076295,0.037546544076294985,0.001409742972073162,1.0436893203883495,0.5075465363030709,7.77322406442238e-09,6.042301235571517e-17,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,1000,0.2,0.02,0.12054794520547946,41.2,138.0
44.0,0.29,0.2899126343175842,8.736568241579645e-05,7.632762463977806e-09,1.0679611650485437,0.2899126482612271,1.3943642906966147e-08,1.9442517751698735e-16,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,1000,0.2,0.02,0.12054794520547946,41.2,138.0
45.0,0.18,0.1555453265877704,0.024454673412229594,0.000598031051698809,1.0922330097087378,0.15554535099070765,2.4402937254253132e-08,5.955033466350154e-16,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,1000,0.2,0.02,0.12054794520547946,41.2,138.0
46.0,0.11,0.07842320700897033,0.03157679299102967,0.0009970938555983403,1.116504854368932,0.07842322898694398,2.197797364933418e-08,4.830313257308276e-16,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,1000,0.2,0.02,0.12054794520547946,41.2,138.0
36.0,4.87,5.310750593485756,0.44075059348575607,0.1942610856580462,0.8737864077669902,5.310750595671216,2.1854598131199054e-09,4.776234594762092e-18,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,2000,0.2,0.02,0.12054794520547946,41.2,138.0
37.0,3.97,4.354555767673884,0.3845557676738838,0.14788313845125006,0.8980582524271844,4.35455577224274,4.568856404318922e-09,2.0874448843286026e-17,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,2000,0.2,0.02,0.12054794520547946,41.2,138.0
38.0,3.12,3.4456994543141035,0.3256994543141034,0.10608013454050473,0.9223300970873786,3.4456994588190355,4.5049319830070544e-09,2.0294412171519872e-17,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,2000,0.2,0.02,0.12054794520547946,41.2,138.0
39.0,2.36,2.613521759326463,0.25352175932646315,0.0642732824519851,0.9466019417475727,2.6135217598430245,5.165614602731239e-10,2.6683574223950215e-19,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,2000,0.2,0.02,0.12054794520547946,41.2,138.0
40.0,1.7,1.888241441978133,0.18824144197813308,0.035434840478006845,0.9708737864077669,1.8882414365962106,5.381922463243427e-09,2.89650894003642e-17,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,2000,0.2,0.02,0.12054794520547946,41.2,138.0
41.0,1.16,1.292579747466273,0.1325797474662731,0.01757738943822075,0.9951456310679611,1.2925797385810434,8.885229663135874e-09,7.894730616666964e-17,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,2000,0.2,0.02,0.12054794520547946,41.2,138.0
42.0,0.75,0.8349465380226241,0.08494653802262409,0.007215914322029119,1.0194174757281553,0.8349465307151647,7.3074594153510475e-09,5.339896310700267e-17,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,2000,0.2,0.02,0.12054794520547946,41.2,138.0
43.0,0.47,0.5075465382238573,0.03754653822385734,0.0014097425325955803,1.0436893203883495,0.5075465363030709,1.920786418807552e-09,3.68942046667554e-18,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,2000,0.2,0.02,0.12054794520547946,41.2,138.0
44.0,0.29,0.2899126447149495,8.735528505049439e-05,7.63094582625313e-09,1.0679611650485437,0.2899126482612271,3.5462776049044464e-09,1.2576084851046817e-17,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,2000,0.2,0.02,0.12054794520547946,41.2,138.0
45.0,0.18,0.15554534483056584,0.024454655169434153,0.0005980301594559326,1.0922330097087378,0.15554535099070765,6.1601418133161445e-09,3.7947347160165916e-17,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,2000,0.2,0.02,0.12054794520547946,41.2,138.0
46.0,0.11,0.07842322346388128,0.03157677653611872,0.0009970928164119777,1.116504854368932,0.07842322898694398,5.523062701628945e-09,3.0504221606124816e-17,raffinement_temps_crank_nicolson,2,0.05,0.05,0.5,2000,0.2,0.02,0.12054794520547946,41.2,138.0
